Date,Price,Open,High,Low,Vol.,
3-Oct-14,92.31,93.75,94.06,91.48,239.6,
2-Oct-14,93.42,94.3,94.37,91.55,285.9,
1-Oct-14,94.16,94.77,96.23,93.78,247.99,
30-Sep-14,94.67,97.15,97.8,94.24,261.95,
29-Sep-14,97.2,96.81,97.34,96.27,170.23,
26-Sep-14,97,97.11,97.5,96.46,165.6,
25-Sep-14,97,97.03,97.56,96.22,190.33,
24-Sep-14,96.95,96.89,97.33,95.6,216.74,
23-Sep-14,96.85,96.91,97.59,96.55,192.36,
22-Sep-14,96.97,98.5,98.5,96.38,171.14,
19-Sep-14,98.39,97.65,98.49,97.18,158.39,
18-Sep-14,97.7,98.69,99.14,97.42,193.58,
17-Sep-14,98.97,98.95,99.61,98.51,190.17,
16-Sep-14,99.05,97.96,99.45,97.44,199.77,
15-Sep-14,96.65,96.9,97.33,96.21,19.95,
12-Sep-14,97.11,98.25,98.8,96.83,103.49,
11-Sep-14,98.08,98.12,98.49,96.72,144.79,
10-Sep-14,98.04,99.35,99.47,97.6,203.28,
9-Sep-14,99.16,100.2,100.62,99.03,172.5,
8-Sep-14,100.2,100.8,101,99.36,197.61,
5-Sep-14,100.82,101.87,102.44,100.35,202.14,
4-Sep-14,101.83,102.41,102.95,101.7,218.44,
3-Sep-14,102.77,100.4,103.13,100.4,233.64,
2-Sep-14,100.34,102.64,102.86,100.17,243.85,
1-Sep-14,102.79,102.95,103.3,102.56,73.33,
29-Aug-14,103.19,102.51,103.3,102.49,169.33,
28-Aug-14,102.46,102.54,103.2,102.25,184.78,
27-Aug-14,102.72,102.42,103.07,102.05,146.23,
26-Aug-14,102.5,102.71,103.4,102.35,149.83,
25-Aug-14,102.65,102.1,102.82,101.65,82.94,
22-Aug-14,102.29,102.67,102.83,102,132.51,
21-Aug-14,102.63,102.14,102.79,101.21,179.61,
20-Aug-14,102.28,101.5,102.37,101.44,166.19,
19-Aug-14,101.56,101.62,102.07,101.07,177.1,
18-Aug-14,101.6,103.21,103.3,101.11,181.1,
15-Aug-14,103.53,102.05,103.76,102.05,199.63,
14-Aug-14,102.01,104.06,104.33,101.92,18.57,
13-Aug-14,104.28,102.84,104.35,102.37,99.1,
12-Aug-14,103.02,104.5,104.61,102.65,139.91,
11-Aug-14,104.68,105,105.43,104.35,143.61,
8-Aug-14,105.02,105.67,106.85,104.67,203.74,
7-Aug-14,105.44,104.64,105.92,104.16,189.82,
6-Aug-14,104.59,104.88,105.44,104.54,204.92,
5-Aug-14,104.61,105.5,105.65,104.07,209.18,
4-Aug-14,105.41,104.82,105.71,104.52,207.79,
1-Aug-14,104.84,105.6,106.12,104.39,216.36,
31-Jul-14,106.02,106.06,106.59,105.41,234.55,
30-Jul-14,106.51,107.5,107.86,105.84,218.39,
29-Jul-14,107.72,107.46,108.05,107.13,176.64,
28-Jul-14,107.57,108.3,108.38,107.01,139.52,
25-Jul-14,108.39,107.2,108.46,106.73,253.17,
24-Jul-14,107.07,108.15,108.21,106.83,179.57,
23-Jul-14,108.03,106.87,108.25,106.87,207.15,
22-Jul-14,107.33,107.8,108.4,106.83,183.1,
21-Jul-14,107.68,107.15,107.87,106.79,211.7,
18-Jul-14,107.24,108.5,108.62,106.94,210.88,
17-Jul-14,107.89,107.13,108.6,106.8,296.51,
16-Jul-14,105.85,105.9,106.58,105.72,11.52,
15-Jul-14,106.02,106.81,106.9,104.39,63.86,
14-Jul-14,106.98,106.42,107.5,106.21,99.2,
11-Jul-14,106.66,108.58,108.74,106.27,171.04,
10-Jul-14,108.67,108.15,108.88,107.76,152.47,
9-Jul-14,108.28,108.97,109,108.12,173.18,
8-Jul-14,108.94,110,110.16,108.69,232.73,
7-Jul-14,110.24,110.65,110.92,109.88,152.51,
4-Jul-14,110.64,111.05,111.29,110.56,71.85,
3-Jul-14,111,111,111.17,110.53,218.98,
2-Jul-14,111.24,112.19,112.42,110.92,269.76,
1-Jul-14,112.29,112.5,112.83,111.85,229.19,
30-Jun-14,112.36,113.3,113.3,112.16,221.84,
27-Jun-14,113.3,113.07,113.71,112.9,135.71,
26-Jun-14,113.21,114.24,114.29,113,180.86,
25-Jun-14,114,114.31,114.65,113.23,211.91,
24-Jun-14,114.46,113.9,114.83,113.55,230.49,
23-Jun-14,114.12,114.99,115.66,113.86,220.72,
20-Jun-14,114.81,114.92,115.11,114.43,198.84,
19-Jun-14,115.06,114.22,115.71,114.15,250.24,
18-Jun-14,114.26,113.46,114.54,113.05,240.75,
17-Jun-14,113.45,112.97,113.8,112.16,240.52,
16-Jun-14,112.94,112.73,113.28,112.33,175.9,
13-Jun-14,113.41,113.75,114.69,112.75,16.05,
12-Jun-14,113.02,110.09,113.34,110,133.07,
11-Jun-14,109.95,109.61,110.25,109.44,131.57,
10-Jun-14,109.52,109.95,110.32,109.1,214.92,
9-Jun-14,109.99,108.68,110.16,108.55,189.21,
6-Jun-14,108.61,108.85,109.31,108.46,155,
5-Jun-14,108.79,108.13,108.96,107.77,193.33,
4-Jun-14,108.4,108.89,109.5,108.07,211.09,
3-Jun-14,108.82,108.8,108.98,108.32,177.67,
2-Jun-14,108.83,109.7,109.87,108.62,194.25,
30-May-14,109.41,110.02,110.13,109.22,175.05,
29-May-14,109.97,109.89,110.46,109.72,174.68,
28-May-14,109.81,110.22,110.4,109.41,175.31,
27-May-14,110.02,110.35,110.8,109.71,173.41,
26-May-14,110.32,110.4,110.55,109.75,29.31,
23-May-14,110.54,110.38,110.7,110.25,143.66,
22-May-14,110.36,110.49,111.04,110.17,200.09,
21-May-14,110.55,109.76,110.73,109.7,220,
20-May-14,109.69,109.33,110,109.1,172.79,
19-May-14,109.37,109.82,110.33,109.3,171.71,
16-May-14,109.75,108.96,110.05,108.88,229.93,
15-May-14,110.44,110.21,110.6,109.75,20.37,
14-May-14,110.19,109.39,110.41,109.32,115.26,
13-May-14,109.24,108.37,109.46,108.05,130.64,
12-May-14,108.41,107.94,108.77,107.94,145.65,
9-May-14,107.89,108.08,109.02,107.64,179.23,
8-May-14,108.04,108.07,108.15,107.38,163.88,
7-May-14,108.13,107.17,108.25,106.96,217.14,
6-May-14,107.06,107.53,108.21,106.97,194.54,
5-May-14,107.72,108.92,108.92,107.05,139.53,
2-May-14,108.59,107.72,108.99,107.6,215.15,
1-May-14,107.76,108.08,108.12,106.85,186.88,
30-Apr-14,108.07,108.8,108.8,107.55,213.56,
29-Apr-14,108.98,108.13,109.37,108,206.5,
28-Apr-14,108.12,109.5,110.2,107.86,246.47,
25-Apr-14,109.58,110.33,110.63,109.25,216.21,
24-Apr-14,110.33,109.22,110.65,109.07,215.43,
23-Apr-14,109.11,109.5,109.54,108.6,181.74,
22-Apr-14,109.27,109.94,109.99,108.53,201.11,
21-Apr-14,109.95,109.76,110.05,108.89,71.87,
17-Apr-14,109.53,109.6,110.19,109.08,163.99,
16-Apr-14,109.6,109.43,110.36,109,229.36,
15-Apr-14,108.74,108.92,109.11,108.27,19.55,
14-Apr-14,109.07,107.42,109.12,107.26,95.83,
11-Apr-14,107.33,107.35,107.87,106.98,105.4,
10-Apr-14,107.46,107.9,107.92,107.26,124.82,
9-Apr-14,107.98,107.5,108.14,107.12,144.72,
8-Apr-14,107.67,105.97,107.85,105.78,193.36,
7-Apr-14,105.82,106.35,106.63,105.13,215.2,
4-Apr-14,106.72,106.17,107.04,106.1,184.07,
3-Apr-14,106.15,104.59,106.32,104.45,220.54,
2-Apr-14,104.79,105.32,105.85,103.95,271.6,
1-Apr-14,105.62,107.66,107.8,105.1,195.03,
31-Mar-14,107.76,108,108.33,107.05,145.62,
28-Mar-14,108.07,107.73,108.39,107.62,140.35,
27-Mar-14,107.83,107,107.99,106.77,184.83,
26-Mar-14,107.03,106.97,107.35,106.48,166.38,
25-Mar-14,106.99,106.59,107.48,106.44,167.09,
24-Mar-14,106.81,107.01,107.5,106.45,142.79,
21-Mar-14,106.92,106.22,107.77,106.01,167.8,
20-Mar-14,106.45,105.9,106.75,105.41,205.21,
19-Mar-14,105.85,106.6,106.87,105.71,188.48,
18-Mar-14,106.79,106.4,106.85,105.85,170.58,
17-Mar-14,106.24,108.55,108.6,106.16,166.23,
14-Mar-14,108.57,107.25,108.69,107.24,12.88,
13-Mar-14,107.39,108.26,108.51,106.98,86.26,
12-Mar-14,108.02,108.41,108.55,107.61,159.23,
11-Mar-14,108.55,107.88,108.7,107.83,146.85,
10-Mar-14,108.08,108.73,108.85,107.75,149.34,
7-Mar-14,109,108.3,109.09,107.82,172.05,
6-Mar-14,108.1,107.66,108.54,107.37,228.72,
5-Mar-14,107.76,109.17,109.36,107.55,220.18,
4-Mar-14,109.3,111.16,111.32,109,218.5,
3-Mar-14,111.2,109.44,112.39,109.26,291.31,
28-Feb-14,109.07,108.85,109.34,108.4,189.56,
27-Feb-14,108.96,109.41,109.45,108.65,192.91,
26-Feb-14,109.52,109.56,109.97,109.2,186.71,
25-Feb-14,109.51,110.64,110.64,109.42,198.16,
24-Feb-14,110.64,109.65,110.77,109.5,202.52,
21-Feb-14,109.85,110.5,110.5,109.35,154.9,
20-Feb-14,110.3,110.39,110.49,109.58,151.21,
19-Feb-14,110.47,110.55,110.82,110.02,163.34,
18-Feb-14,110.46,109.07,110.7,108.84,150.35,
17-Feb-14,109.18,109.13,109.4,108.64,56.87,
14-Feb-14,109.08,108.58,109.25,107.85,146.75,
13-Feb-14,108.73,108.68,108.84,108.09,18.08,
12-Feb-14,108.79,108.78,109.5,108.47,105.89,
11-Feb-14,108.68,108.52,109.24,108.47,137.26,
10-Feb-14,108.63,109.75,109.75,108.4,162.66,
7-Feb-14,109.57,107.32,109.74,106.88,215.63,
6-Feb-14,107.19,106.28,107.48,106.15,205.08,
5-Feb-14,106.25,106.09,106.44,105.58,193.78,
4-Feb-14,105.78,105.85,106.23,105.49,186.44,
3-Feb-14,106.04,106.4,106.72,105.4,264.73,
31-Jan-14,106.4,107.75,107.94,106.3,231.46,
30-Jan-14,107.95,107.85,108.4,107.65,188.73,
29-Jan-14,107.85,107.36,108.05,106.93,207.31,
28-Jan-14,107.41,106.86,107.79,106.76,188.3,
27-Jan-14,106.69,107.91,108.09,106.45,203.3,
24-Jan-14,107.88,107.58,108.03,106.23,244.56,
23-Jan-14,107.58,108.14,108.28,107.37,241.8,
22-Jan-14,108.27,106.9,108.33,106.78,184,
21-Jan-14,106.73,106.35,108,106.28,254.31,
20-Jan-14,106.35,106.28,106.65,105.81,103.66,
17-Jan-14,106.48,105.55,106.95,105.44,198.42,
16-Jan-14,107.09,106.82,107.35,106.44,14.56,
15-Jan-14,107.13,106.17,107.55,105.8,70.78,
14-Jan-14,106.39,106.62,107.14,106.06,111.28,
13-Jan-14,106.75,107.25,107.64,106.36,151.8,
10-Jan-14,107.25,106.44,107.58,106.03,198.57,
9-Jan-14,106.39,107.35,108.2,106.12,175.37,
8-Jan-14,107.15,107.49,107.95,107,185.54,
7-Jan-14,107.35,107.03,107.72,106.88,188.2,
6-Jan-14,106.73,106.8,107.96,106.58,181.82,
3-Jan-14,106.89,107.88,108.64,106.79,191.13,
2-Jan-14,107.78,111,111.35,107.65,200.65,
1-Jan-14,110.92,110.92,110.92,110.92,-,
31-Dec-13,110.8,111.18,111.52,110.4,84.99,
30-Dec-13,111.21,112.2,112.64,110.9,111.07,
27-Dec-13,112.18,111.95,112.8,111.5,126.91,
26-Dec-13,111.98,111.99,112.12,111.46,43.62,
24-Dec-13,111.9,111.61,112.06,111.42,52.16,
23-Dec-13,111.56,111.55,111.93,111.27,103.72,
20-Dec-13,111.77,110.09,111.89,109.87,169.48,
19-Dec-13,110.29,109.25,110.53,109.14,159.79,
18-Dec-13,109.63,108.33,109.73,107.8,187.96,
17-Dec-13,108.44,109.2,109.41,108.2,149.78,
16-Dec-13,110.47,109.15,110.8,109,23.61,
13-Dec-13,108.83,108.53,109,108.02,98.1,
12-Dec-13,108.67,109.52,109.98,108.44,128.31,
11-Dec-13,109.7,109.45,109.89,108.62,158.72,
10-Dec-13,109.38,109.31,110.45,108.55,230.62,
9-Dec-13,109.39,111.69,111.79,109,202.85,
6-Dec-13,111.61,111.07,112.06,110.94,155.52,
5-Dec-13,110.98,111.65,112.23,110.76,191.78,
4-Dec-13,111.88,112.91,113.02,111.46,235.28,
3-Dec-13,112.62,111.53,112.93,111.04,217.61,
2-Dec-13,111.45,109.6,112.34,109.28,266.95,
29-Nov-13,109.69,111.04,111.5,109.62,126.88,
28-Nov-13,110.86,111.4,111.55,110.61,61.68,
27-Nov-13,111.31,111,111.65,110.51,193.98,
26-Nov-13,110.88,111.08,111.49,110.41,199.75,
25-Nov-13,111,109,111.66,108.05,278.78,
22-Nov-13,111.05,110.07,111.4,109.65,276.25,
21-Nov-13,110.08,107.76,110.25,107.62,253.96,
20-Nov-13,108.06,107.2,108.38,106.51,220.19,
19-Nov-13,106.92,108.3,108.63,106.81,224.43,
18-Nov-13,108.47,108.5,108.73,107.53,185.49,
15-Nov-13,108.5,108.38,108.65,107.69,198.64,
14-Nov-13,108.54,107.17,108.96,107.15,20.85,
13-Nov-13,107.12,105.93,107.45,105.89,114,
12-Nov-13,105.81,106.4,107.38,105.51,156.69,
11-Nov-13,106.4,105.17,106.56,105.15,172.68,
8-Nov-13,105.12,103.53,105.38,102.98,242.7,
7-Nov-13,103.46,105,105.21,103.24,291.12,
6-Nov-13,105.24,105.64,106.41,104.86,243.84,
5-Nov-13,105.33,106.25,106.53,105.19,186.82,
4-Nov-13,106.23,105.78,106.58,105.13,230.57,
1-Nov-13,105.91,109.05,109.41,105.78,298.58,
31-Oct-13,108.84,109.69,109.87,108.55,238.84,
30-Oct-13,109.86,108.76,110.16,108.59,234.6,
29-Oct-13,109.01,109.41,109.46,108.45,185.01,
28-Oct-13,109.61,107.04,109.68,106.85,266.18,
25-Oct-13,106.93,107.09,107.39,106.27,212.28,
24-Oct-13,106.99,107.65,108.26,106.9,242.3,
23-Oct-13,107.8,109.99,110.06,107.35,324.61,
22-Oct-13,109.97,109.76,110.94,109.57,238.66,
21-Oct-13,109.64,109.96,110.19,109.21,190.11,
18-Oct-13,109.94,109.13,110.24,108.95,181.54,
17-Oct-13,109.11,110.57,110.66,108.71,233.73,
16-Oct-13,110.86,109.45,111.23,109.45,15.37,
15-Oct-13,109.96,111.08,111.27,109.53,93.75,
14-Oct-13,111.04,110.87,111.41,109.87,106.79,
11-Oct-13,111.28,111.65,111.85,110.51,141.35,
